哒啦啦,5.0,这一部我好喜欢啊！不管是情节上还是拍摄手法上都很完整统一，动人的地方很多，易烊千玺演得真的好牛啊，旁边的姑娘哭得太大声了,02-01,4.99976948213931,0.00023051786068961633
MISs.KIRA,5.0,这种戏应该在电影院看，家里电视看没有影院那种视觉震撼。不太喜欢看到流量出现在战争片里，尤其四字，总给人苦大仇深脸的感觉，没有那个年代小战士的淳朴感。,02-03,4.999761544423708,0.00023845557629176284
哎呦表酱说啦,5.0,比长城更加坚固的是中国军人用血肉铸造的钢铁城墙！在水门桥上的七连和九连的战士根本就没有想过回头……第一部的时候没有掉眼泪，但第二部还是忍不住哭了。中间的泪点有点多啊！什么特别好？是你们特别好啊TAT,02-09,4.999755074152011,0.00024492584798885275
野草莓,5.0,我觉得比第一部好看，故事更紧凑，第一部有点散，战争节奏太快。平河最惨。,02-01,4.99967495381574,0.0003250461842601027
野草莓,5.0,我觉得比第一部好看，故事更紧凑，第一部有点散，战争节奏太快。平河最惨。,02-01,4.99967495381574,0.0003250461842601027
耶加雪菲,5.0,战争场面拍的非常宏大，以少敌多，以弱胜强，让我们珍惜现在的太平盛世。,02-23,4.999582575478509,0.0004174245214914052
闲敲棋子落灯花,5.0,珍爱和平。致敬为新中国成立和发展的革命先辈。,06-14,4.999384819958431,0.000615180041569019
咖啡不菲i,5.0,感动感动，易烊千玺实力男演员,02-02,4.999257070767482,0.0007429292325182857
咖啡不菲i,5.0,感动感动，易烊千玺实力男演员,02-02,4.999257070767482,0.0007429292325182857
好久好久可能你,5.0,伍千里每一次发布任务都会心酸，都知道九死一生但是为了为了祖国不得不安排任务，那场面每一次都令人动容,02-01,4.999199862037366,0.0008001379626341176
斐墨留香,5.0,视觉效果很炸裂，炸炸炸，轰轰轰，美军的空投和火烧真的让人窒息，让我们只有无力还击，从一开始的夺取炮弹到攻陷机场到二炸水门桥，剧情紧凑，真是七连穿插队生命在炸桥，最后只剩一人，带我爸一起去的，他觉得实景太少了，特效太多了，总体还行。,02-07,4.999179123479642,0.0008208765203576718
豆奶炸牛奶,5.0,比1好看，节奏很紧凑，从头打到尾，全场满座，最后哭的哟！徐克靠谱！5555我以为会拍3的结果大家都没了55555感谢英雄烈士们，给我们带来的和平盛世大好河山！,02-02,4.999103635864145,0.0008963641358548102
宝藏男孩,5.0,林超贤参与的电影必须经典！国内主旋律电影导演第一人！,02-01,4.999100775922107,0.0008992240778926686
宝藏男孩,5.0,林超贤参与的电影必须经典！国内主旋律电影导演第一人！,02-01,4.999100775922107,0.0008992240778926686
梅德布耀卜耀德,5.0,谁也不能阻止中国人民对和平生活的追求，谁也不能侮辱中国人民的尊严！,02-01,4.998979593805279,0.0010204061947209908
不2良民,5.0,太可了，我三年的眼泪都在这2个多小时里流完了——平河死得太惨烈了，余从戎悲壮，唉，要是把吴京片中的武打动作设计减少一点，就更好了,05-05,4.998330101019122,0.001669898980877882
格兰芬多,5.0,《水门桥》带来的泪水，是真正的家国情怀。致敬，中国人民志愿军。,02-01,4.998281059672343,0.0017189403276569593
momo,5.0,有些战争我们必须打，没有退路，有些牺牲我们必须上，没有余地，战斗精神无畏，中国人民志愿军万岁。,02-02,4.997699933934138,0.002300066065862083
芦水喵语,5.0,比第一部好很多，个人英雄主义的气息减弱不少，整体就变得更加协调。,02-20,4.997145266928404,0.002854733071595561
火星美,5.0,徐克用千里万里的一场戏封住我嘴ˊ_>ˋ就是他俩最后同框那场 嗯 挺好 作战清晰 看进去了 很佩服整个团队 看着都辛苦,02-01,4.9958197139828755,0.0041802860171245015
天真的咸鱼,5.0,不错！余从戎为掩护队友为敌机活活烧死那一段真的很震撼。致敬,02-04,4.99459926246541,0.005400737534589695
??,5.0,水门桥不愧是你yyds伍万里好棒,02-01,4.994522499756909,0.005477500243091349
Jay Zang,5.0,太好了，演员演技全部到位。比第一部还好哭??????,02-01,4.993696102894178,0.0063038971058215765
亽惪,5.0,绝了，比第一部还好看，战斗集中于水门桥，真的很不错。就是哭麻了??,02-01,4.992410686092422,0.007589313907578443
Angela,5.0,和第一部一样好看，这部牺牲更大，很感动。,02-01,4.99185660453564,0.008143395464360381
xenomorph,5.0,拍的真的太好了，结尾也很震撼，就是这个结尾呢，好像在哪见过……,02-01,4.991653349561243,0.008346650438756598
帅哥今天有运动,5.0,看完之后，更加明白“青山处处埋忠骨”。,02-01,4.98875258916962,0.011247410830380389
Wongkar,3.0,煽情位有点多！不过看到实到一人还是泪目啊！！战斗会非常艰苦但我们要争取胜利。,03-02,2.988251481361464,0.011748518638535987
Augusta,5.0,战史是全部牺牲，电影为观众保留了一个希望。新中国，万岁！,02-01,4.987056433406586,0.012943566593413891
WIN小蒂,5.0,“特别好特别好就是……我特别特别想你…….”拼命忍住眼泪最后报数那边泪崩。 中国志愿军永垂不朽！！,02-01,4.986995054441174,0.013004945558826364
鱼要丸子,5.0,太好哭了，祖国的强大在于有着无数人的前仆后继,02-01,4.981986711868231,0.018013288131768945
Grace,5.0,感动震撼，不可磨灭的意志。被七连伍万里最后报数：“第七连穿插应到一百五十七人，实到一人”这句话整得涕泪横流,02-01,4.981360164302654,0.018639835697346285
Leslie,5.0,大场面，前期让人热血沸腾，后半部分达到了反战警示的效果,02-01,4.980676299791501,0.01932370020849916
花花,5.0,看完心情很沉重。伍万里拿到旗帜的那一刻，才有些明白军人的荣耀是多么沉。,02-02,4.97455625948729,0.025443740512709923
手提核弹炸陨石,5.0,老大带着老二上战场，老二带老大骨灰回家；老三跟着老二上战场，带着老二骨灰回家。挺感动的。,02-02,4.973373287689249,0.02662671231075109
小强RUC,5.0,充分展现了志愿军不怕死的精神。但国力的差距实在是太大了，制空权、武器装备。牺牲那么大炸的桥，并没有成为障碍。,03-08,4.971876885786704,0.028123114213295608
豆友224961344,4.0,比第一部好一些。,06-03,4.02875485618125,0.02875485618124962
Pow(d)er,5.0,我这五星，献给五星红旗，献给最可爱的人。,03-01,4.9693718759302605,0.03062812406973947
momo,5.0,千里最后就算牺牲了也还是救了万里一命????,02-01,4.967970419919609,0.03202958008039136
麻瓜凡,4.0,7分吧。拍的最好的部分是平河炸坦克；拍的最迷惑的地方是桥面插着炮弹，美军却不杀有枪的伍千里而是想留着戏耍。民族英雄不需要通过给敌人降智来凸显。,02-05,4.038644584817421,0.038644584817420835
楚大刀,5.0,2022.2.1.大年初一观影。为志愿军战士们打五星吧。希望国土安宁，永无战争。,02-16,4.960394540448952,0.03960545955104777
crystal  magic,5.0,节奏比第一部要好太多了  没有一点冷场，从头打到尾 徐克风格体现淋漓尽致，太压抑了，比第一部压抑太多  真的不适合过年看，最后的第七穿插连实到一人真的是个中国人都要破防，给伟大的志愿军战士致敬,02-19,4.9471177911541595,0.052882208845840495
crystal  magic,5.0,节奏比第一部要好太多了  没有一点冷场，从头打到尾 徐克风格体现淋漓尽致，太压抑了，比第一部压抑太多  真的不适合过年看，最后的第七穿插连实到一人真的是个中国人都要破防，给伟大的志愿军战士致敬,02-19,4.9471177911541595,0.052882208845840495
liangc,5.0,很好看，哪特么那么多专业影评，作为一个普通观众，就俩字:好看！,05-07,4.946182872010336,0.05381712798966376
珍汐,4.0,实到一人，泪目,04-30,4.053857417067071,0.05385741706707137
SUNY??,4.0,比上一部有逻辑，有泪点，血量更多。,02-19,3.944628321398278,0.055371678601721985
小青,5.0,他已经完成了任务，留下了希望的火种，青年接过接力棒，哪里需要去哪里。,02-22,4.941728645351914,0.058271354648086415
天鹏,4.0,有哪场仗是不难的吗,04-11,3.941516896024161,0.05848310397583889
你找不到我的,5.0,最后还是不知不觉的湿润了眼眶～,03-14,4.930994526191073,0.06900547380892696
g1__,5.0,真好看！！比第一部更精彩呜呜呜呜,02-01,4.927275974248026,0.0727240257519739
大白兔奶糖,5.0,看1的时候，一直在心惊胆战，生怕下一秒就发刀子……原来刀子都攒在了第二部??   剧情是有不合逻辑之处，但没关系，部分情况下，我可以服从于情感。,03-29,4.927226244024318,0.07277375597568181
山竹教教主,3.0,刚看了长津湖，期待水门桥,03-24,3.073185798901114,0.07318579890111421
Gaga Yu,5.0,咱们就是说宣传祖国强大民族精神的为什么不给满分,02-27,4.922389028402447,0.07761097159755259
LaIslaBonita,3.0,缺了点什么 说不上来,05-01,2.9213725310302867,0.07862746896971329
雕刻时光,3.0,在拍什么,04-30,2.91304347826087,0.08695652173912993
1128,5.0,镜头画面绝了，好多血腥的场面，先辈不易！！,02-01,4.907223926448374,0.09277607355162587
白沙堤—露营,5.0,战争场面拍的很好,02-01,4.900057846261706,0.09994215373829363
爱玩的过路人,5.0,祖国的方向 新中国万岁?*。?(ˊωˋ*)??*。,02-01,4.895104992078056,0.10489500792194395
乾乾,3.0,就，一般,02-06,3.104931127231233,0.10493112723123321
吴涟漪,4.0,尊重并熟知历史是件极其重要且必要的事。,02-28,4.115752312337069,0.11575231233706873
呼哟哟,5.0,哭得我稀里哗啦的,02-01,4.8838382967660525,0.11616170323394748
宆亗,1.0,人有时需要通过痛苦确认自身的存在。我现在太他妈确认了。,10-03,1.129435331467307,0.1294353314673069
无人知晓,5.0,太好看了比长津湖更好看！想再看一遍！,02-01,4.865211359141486,0.13478864085851416
晓东,3.0,噼里啪啦一顿打。剧情弱,10-15,3.142361596574982,0.14236159657498204
来自哈雷彗星,5.0,这盛世如你所愿,02-01,4.857188715622483,0.1428112843775171
江水悠悠,4.0,不如第一部，情节过分简单，细节经不起推敲，甚至有点平庸无味。,02-02,3.8559688863555546,0.14403111364444543
Hi Friday,3.0,场面很大，噼里啪啦的炸，但拍的有点墨迹，慢镜头太多了。2022春节档第六弹，最后一部了。,02-12,2.840551459406509,0.15944854059349112
搜库,5.0,那有什么岁月静好。,02-01,4.836601714658981,0.1633982853410192
弱冠小忍者,5.0,“起来 不愿做奴隶的人们 把我们的血肉筑成我们新的长城”,03-03,4.830082953030278,0.1699170469697222
天马行空的生涯,5.0,觉得比第一部更好看，第一部稍微有些乱最后看哭了，伟大的志愿军战士永垂不朽,08-04,4.818775435426062,0.1812245645739381
safe and sound,5.0,相当不错，春节早早起床就是为了看这部电影，画面相当给力，。,02-01,4.809631657932316,0.19036834206768383
伊申一世,5.0,伟大的中国人民志愿军万岁，伟大的新中国万岁,02-01,4.808958721003597,0.1910412789964031
YaltaCon,2.0,徐克90%，但体验真的蛮差的，真的不好看，甚至不如第一部,02-06,2.1939766815920474,0.1939766815920474
盲忙,2.0,虽然一起拍的，但感觉还不如第一部，完全被炸晕了。,02-04,1.805840638623455,0.1941593613765451
人间本是修罗场,5.0,没想到战争那么残酷,02-02,4.804030981619129,0.19596901838087089
七枷社,3.0,为什么我看着炸桥过程这么糟心，完全没配合的感觉，你打你的，我打我的。,05-09,2.798401337157561,0.20159866284243888
风轻云淡,4.0,只能说有些情节有点夸张了，为什么伍千里被烧死，而伍万里毫发无损半天才活过来……战争比电影更残酷。,03-12,3.7914701144021214,0.20852988559787855
ZXDKZLM,4.0,大体挺好的吧,03-01,4.209041913027729,0.209041913027729
铅笔??,3.0,主题在那，万众期待但剧情有些地方说不过去,02-02,3.217495944800413,0.217495944800413
?,4.0,煽情宜适度，但不影响我热泪盈眶。,02-07,3.775179282063688,0.22482071793631198
橘子奶茶,3.0,第一部很一般，第二部更一般。博纳能不能别再拍主旋律了，浪费题材,04-30,2.775047613129462,0.22495238687053787
挑兮达兮,2.0,突突突都给我看累了。,02-05,1.7718085883216967,0.22819141167830326
赖仁泣,4.0,感谢。,02-26,3.7647058823529407,0.23529411764705932
门口好多树,5.0,今天的和平就是无数烈士的牺牲换来的，铭记,03-02,4.762420824604822,0.2375791753951777
橘子小aa,4.0,●7.5分●2022.05.02●钢七连。,05-02,4.258802828916536,0.2588028289165356
阿涼,4.0,2.4看的只愿和平,02-05,4.261646068086447,0.2616460680864474
骆驼,4.0, 梅生作为上海人，骨子里都是精致，出场就带着一块手表，这块手表最后到了万里的手里,02-02,4.274853705328519,0.2748537053285194
加菲,4.0,比上一部好很多。,02-02,4.274966641391563,0.274966641391563
粽人府,4.0,一群理中客，一群政治鬼。,02-05,4.281311429297985,0.28131142929798525
花小蕊,5.0,跟叔叔一起看的。,02-22,4.710639239020811,0.2893607609791893
joe104,3.0,桥，那经费不够吗？我看过的书面材料说柱子炸飞后，桥主体从天而降并搭建，没有达到想象中的震撼,02-02,3.292596623387309,0.29259662338730896
大银河,4.0,从头打到尾才是最真实的节奏吧,02-22,4.298460192892195,0.29846019289219505
木木,3.0,用命堆砌的胜利,02-02,3.3063094122659025,0.30630941226590247
vanvan,3.0,电影感太强了,03-01,3.3132252656908308,0.31322526569083076
酉命,2.0,挺费劲的。,05-14,2.320142753822097,0.3201427538220969
Rochest,4.0,断续看完,05-09,4.33216876976074,0.33216876976073983
蓝色多瑙河,3.0,也许是期望值高了，感觉一般般。,04-30,3.3341714928178607,0.33417149281786074
寻找跑龙套,4.0,最后站台报道的地方。。。哭,04-04,4.338320992597396,0.3383209925973958
还有阿拉闫,3.0,到底是为什么要炸这该死的桥,02-12,2.652044706648295,0.34795529335170494
豆豆评影,4.0,舍生忘死的进攻 换来了和平的空间 感恩,03-17,4.348984534296434,0.3489845342964344
看见,4.0,作为后辈，感谢先辈们的浴血奋战！！！,07-11,4.351034987838685,0.3510349878386849
李六岁的娃娃亲,5.0,七连全军就义只剩一面旗，万里能留下来全因为是大年初一。,02-01,4.63634982850434,0.36365017149566015
王祉乔,4.0,1950年 是新中国成立后的第一个虎年,02-01,4.364442843818436,0.36444284381843595
梦游仙境吗,5.0,片尾用千玺的声音来跟伍万里道别 用长津湖两部电影向先烈致敬,02-01,4.631430258269018,0.36856974173098234
拿卡利,5.0,特别好哭，为啥吴京每次都不能活过贺岁档??,02-01,4.616819669418966,0.38318033058103396
欧.尹,1.0,徐克第二十部。蚌埠住了，这玩意儿要是还不给一星那啥给一星啊。,06-02,1.3897424602574122,0.3897424602574122
秉心塞渊,5.0,比上一部好。“实到一人”时，热泪盈眶。,03-18,4.606869383703803,0.3931306162961974
安托万的造梦机,2.0,不晓得是我过于吹毛求疵还是确有其事，匮乏的战争场面与平庸的剧作让我很难不倍速...,06-12,1.6068170600214486,0.39318293997855136
Icilian,3.0,配乐太满了，而且有些位置用得情绪不对。,02-16,3.3972438945569055,0.39724389455690545
随心,5.0,故事线非常好，超级好看,02-01,4.602670356487131,0.3973296435128688
巴巴拉少校,2.0,把炮声当雷声可以好好睡一觉,02-05,2.403171030732401,0.403171030732401
胡纾,4.0,看场电影还真不容易，蹭的是文化馆所谓暑期电影。20230713,07-13,4.407146724453707,0.4071467244537068
土豆会开花,2.0,两星都给历史,03-05,2.4209275566916557,0.4209275566916557
木马骑士,3.0,最后还是让他们撤退成功了！,10-19,3.42196413822289,0.42196413822289003
染尘,4.0,他们的牺牲是带着祖国的尊严，是“此去泉台招旧部，旌旗十万斩阎罗”，我们的安定是带着烈士的遗愿，是“王师北定中原日，家祭无忘告乃翁”，,02-21,3.577399310339149,0.4226006896608512
行而不行随风,1.0,比较粗糙，剧情不好。,04-02,1.4519318016342435,0.4519318016342435
达乌里秦艽,5.0,小目标都完成了，桥炸掉了，但没完全毁掉，最终也没有能真正阻止美军撤退。但是战士们能因为这就不冲锋了吗？他们不会，哪怕拼到不剩一人，他们也要完成任务。他们的牺牲没有意义吗？不是的。,02-02,4.5459389763419535,0.45406102365804646
褓褓考面包,4.0,中国大陆,04-02,4.45487717034085,0.4548771703408496
读书下棋两不行,3.0,远不如能文能武李延年,02-02,2.5265027969109286,0.4734972030890714
太阳出来了嘿,5.0,“用我们的血肉 筑成我们新的长城”,02-05,4.526030294731296,0.4739697052687042
豆豆⑦号,5.0,每多看一分钟，我都多恨美国十分。,04-30,4.513500596119233,0.4864994038807673
兰,2.0,在打仗战术方面有点太蠢了的感觉，爆炸场景拍的太离谱了一点没有战略部署，思想动员，就是大场面硬整，硬煽情多好的题材拍成这样,01-05,1.5056891587845516,0.49431084121544844
一米立,4.0,致敬！,07-19,4.5,0.5
The Machine,3.0,凑合看吧 之后再去看看上甘岭 感受一下当时的精气神,05-02,2.4995160516031523,0.5004839483968477
Kek444,3.0,蛮爽的，蛮无聊的。在战争里，最厉害的兵是必死的。,03-04,3.507886346004811,0.5078863460048111
海绵宝宝,5.0,伍万里真的是见一次爱一次，续集也是非常精彩啊！！,02-01,4.491850844474606,0.5081491555253939
小郭,5.0,第二部太好哭了，新中国万岁,02-01,4.489620258026506,0.5103797419734937
张乙心,3.0,with cy 武戏太长且多，看得走神了,03-06,2.48904489761965,0.51095510238035
.,3.0,太刻意煽情了。。,02-10,3.5140383844644547,0.5140383844644547
alwayswithbm,4.0,战争本就是不义??,02-01,4.524002780587291,0.5240027805872911
苏九允,4.0,还是不错的,02-01,4.532061270031953,0.5320612700319529
张春[阿卡纳],4.0,还不错,03-14,4.532061270031953,0.5320612700319529
好多豆豆得友,5.0,平河呢？-他已经完成任务了。,02-01,4.459364197518618,0.5406358024813818
隽秀隽杰,4.0,没有冻不死的英雄，也没有打不死的英雄，只有军人的荣耀！,04-30,4.5431972778601715,0.5431972778601715
金豌豆,4.0,弟弟长大了,02-16,4.543524289786893,0.5435242897868928
萑莜,5.0,向志愿军致敬,02-14,4.452212222318851,0.5477877776811493
ccjd,4.0,比长津湖上半部好一些,02-28,4.55964352062684,0.5596435206268398
Uchiha_Sasuke,4.0,与上一部相比各有优劣，能找到些士兵突击+战狼+带动作戏的香港电影的痕迹。,05-12,4.565704790617531,0.5657047906175308
阅书观影2024,5.0,他们是最可爱的人。,02-18,4.42829092442253,0.5717090755774699
momo,2.0,两颗星全部给抗美援朝的战士们，雪是冷的，而血是热的，电影拍的真差…剧本生硬，台词尴尬，只有燃烧的经费，但是那个咬着女儿照片的军人还是很让我难过,02-11,2.5742894743205587,0.5742894743205587
momo,5.0,长津湖续集，更加震撼,02-01,4.421669696181585,0.5783303038184151
溯溯,4.0,感觉还行，但是再出我不会看了,02-01,3.4123404805659585,0.5876595194340415
拉拉西,4.0,惨烈,04-30,4.6,0.5999999999999996
